,sentiment,Text,Tokens,Text Length,Word Count,vander_positive,vander_negative,vsentiment,afn_score,afn_sentiment
173,1,couldn wait cinnamon coffee cake fresh eggs creamy sour cream madagascar bourbon vanilla topped filled cinnamon streusel cinnamon coffee cake available online fair share cinnamon coffee cakes just tell fantasicakes cinnamon coffee cake really takes cake size price quality taste cake arrived fast carefully packaged arrived perfect condition comes large white icing drizzle serving couldn believe large size actually family enjoy breakfast days cake solid sponge cake type consistency really moist filling flavors sticky cinnamon outside sweet cinnamon vanilla swirled inside cake icing really tops beautifully gives moist sticky sweet flavor pair cake morning coffee perfect breakfast treat,"['wait', 'cinnamon', 'coffee', 'cake', 'fresh', 'eggs', 'creamy', 'sour', 'cream', 'madagascar', 'bourbon', 'vanilla', 'topped', 'filled', 'cinnamon', 'streusel', 'cinnamon', 'coffee', 'cake', 'available', 'online', 'fair', 'share', 'cinnamon', 'coffee', 'cakes', 'tell', 'fantasicakes', 'cinnamon', 'coffee', 'cake', 'really', 'takes', 'cake', 'size', 'price', 'quality', 'taste', 'cake', 'arrived', 'fast', 'carefully', 'packaged', 'arrived', 'perfect', 'condition', 'comes', 'large', 'white', 'icing', 'drizzle', 'serving', 'believe', 'large', 'size', 'actually', 'family', 'enjoy', 'breakfast', 'days', 'cake', 'solid', 'sponge', 'cake', 'type', 'consistency', 'really', 'moist', 'filling', 'flavors', 'sticky', 'cinnamon', 'outside', 'sweet', 'cinnamon', 'vanilla', 'swirled', 'inside', 'cake', 'icing', 'really', 'tops', 'beautifully', 'gives', 'moist', 'sticky', 'sweet', 'flavor', 'pair', 'cake', 'morning', 'coffee', 'perfect', 'breakfast', 'treat']",691,98,30.2,0.0,Very Positive,27.0,very Positive
174,0,used love growing stopped drinking water lemon juice brand years stuff used strong used just pour mouth alive feeling going feels like product went changes added water make strong stronger product really good taste quality cheaper brand names thought fast lemon stuff love unless goes good product just wish mouth chug sensation used like,"['used', 'love', 'growing', 'stopped', 'drinking', 'water', 'lemon', 'juice', 'brand', 'years', 'stuff', 'used', 'strong', 'used', 'pour', 'mouth', 'alive', 'feeling', 'going', 'feels', 'like', 'product', 'went', 'changes', 'added', 'water', 'make', 'strong', 'stronger', 'product', 'really', 'good', 'taste', 'quality', 'cheaper', 'brand', 'names', 'thought', 'fast', 'lemon', 'stuff', 'love', 'unless', 'goes', 'good', 'product', 'wish', 'mouth', 'chug', 'sensation', 'used', 'like']",338,54,47.0,2.4,Very Positive,27.0,very Positive
175,1,best lemon juice tried recurring customer high quality product season fresh lemos supplement need citrus kitchen refreshments continue buying,"['best', 'lemon', 'juice', 'tried', 'recurring', 'customer', 'high', 'quality', 'product', 'season', 'fresh', 'lemos', 'supplement', 'need', 'citrus', 'kitchen', 'refreshments', 'continue', 'buying']",141,19,27.700000000000003,0.0,Very Positive,6.0,very Positive
176,1,lemon juice kitchen year round powerful flavor need zest dish spritz water nearly product,"['lemon', 'juice', 'kitchen', 'year', 'round', 'powerful', 'flavor', 'need', 'zest', 'dish', 'spritz', 'water', 'nearly', 'product']",89,14,17.7,0.0,Very Positive,2.0,Positive
177,1,fast delivery good product lemon juice concentrate stores really handy sauces dressings pain squeeze fresh juice everytime need nevermind having lemons hand begin,"['fast', 'delivery', 'good', 'product', 'lemon', 'juice', 'concentrate', 'stores', 'really', 'handy', 'sauces', 'dressings', 'pain', 'squeeze', 'fresh', 'juice', 'everytime', 'need', 'nevermind', 'lemons', 'hand', 'begin']",162,23,27.400000000000002,10.7,Very Positive,2.0,Positive
178,0,good frozen lemon juice good slightly flavor preservative sure wish order frozen juice,"['good', 'frozen', 'lemon', 'juice', 'good', 'slightly', 'flavor', 'preservative', 'sure', 'wish', 'order', 'frozen', 'juice']",86,13,53.900000000000006,0.0,Very Positive,7.0,very Positive
179,0,couldn believe told relaxing beverage seriously drink getting ready bedtime plans drive perform activity recommended feel arms legs tingle relaxation short time eyes start droopy place love stuff,"['believe', 'told', 'relaxing', 'beverage', 'seriously', 'drink', 'getting', 'ready', 'bedtime', 'plans', 'drive', 'perform', 'activity', 'recommended', 'feel', 'arms', 'legs', 'tingle', 'relaxation', 'short', 'time', 'eyes', 'start', 'droopy', 'place', 'love', 'stuff']",195,28,38.1,8.799999999999999,Very Positive,3.0,very Positive
180,0,bought grocery outlet seattle tacoma case tweleve paying dollar like taste great calorie whacked price,"['bought', 'grocery', 'outlet', 'seattle', 'tacoma', 'case', 'tweleve', 'paying', 'dollar', 'like', 'taste', 'great', 'calorie', 'whacked', 'price']",102,15,33.7,0.0,Very Positive,5.0,very Positive
181,1,great product taste great works exactly described superb natural sleep amazing,"['great', 'product', 'taste', 'great', 'works', 'exactly', 'described', 'superb', 'natural', 'sleep', 'amazing']",78,11,75.6,0.0,Very Positive,16.0,very Positive
182,0,looking natural ways help sleep overloaded stress busy schedule probably better served taking yoga class good second choice helps fall asleep stay asleep drank half night plenty minutes ready woke refreshed sleepy drug hangover huge bonus gave product stars instead deserves packing marginal best product arrived broken bottles price loss bottles glass wrap layer small bubbled bubble wrap case placed larger extra room packing fail product awesome,"['looking', 'natural', 'ways', 'help', 'sleep', 'overloaded', 'stress', 'busy', 'schedule', 'probably', 'better', 'served', 'taking', 'yoga', 'class', 'good', 'second', 'choice', 'helps', 'fall', 'asleep', 'stay', 'asleep', 'drank', 'half', 'night', 'plenty', 'minutes', 'ready', 'woke', 'refreshed', 'sleepy', 'drug', 'hangover', 'huge', 'bonus', 'gave', 'product', 'stars', 'instead', 'deserves', 'packing', 'marginal', 'best', 'product', 'arrived', 'broken', 'bottles', 'price', 'loss', 'bottles', 'glass', 'wrap', 'layer', 'small', 'bubbled', 'bubble', 'wrap', 'case', 'placed', 'larger', 'extra', 'room', 'packing', 'fail', 'product', 'awesome']",448,67,31.6,12.4,Very Positive,11.0,very Positive
183,1,chocolate chip cookies garbanzo bean flour results fantastic brown sugar chocolate mask bean taste reviews mentioned friends couldn discern difference classic cccs texture body elasticity meaning reduced tendency fall apart occurs gluten free flours nice chewy cccs regular flour added bonus high protein fiber level calculate fiber cookie fills satisfied smaller servings glycemic index significantly lower highly recommend flour cccs thing make,"['chocolate', 'chip', 'cookies', 'garbanzo', 'bean', 'flour', 'results', 'fantastic', 'brown', 'sugar', 'chocolate', 'mask', 'bean', 'taste', 'reviews', 'mentioned', 'friends', 'discern', 'difference', 'classic', 'cccs', 'texture', 'body', 'elasticity', 'meaning', 'reduced', 'tendency', 'fall', 'apart', 'occurs', 'gluten', 'free', 'flours', 'nice', 'chewy', 'cccs', 'regular', 'flour', 'added', 'bonus', 'high', 'protein', 'fiber', 'level', 'calculate', 'fiber', 'cookie', 'fills', 'satisfied', 'smaller', 'servings', 'glycemic', 'index', 'significantly', 'lower', 'highly', 'recommend', 'flour', 'cccs', 'thing', 'make']",446,62,28.000000000000004,2.8000000000000003,Very Positive,12.0,very Positive
184,1,great stuff really tasty banana bread good quality lowest price town,"['great', 'stuff', 'really', 'tasty', 'banana', 'bread', 'good', 'quality', 'lowest', 'price', 'town']",68,11,39.800000000000004,14.799999999999999,Very Positive,7.0,very Positive
185,1,trouble finding locally delivery fast hunting flour aisle local grocery stores,"['trouble', 'finding', 'locally', 'delivery', 'fast', 'hunting', 'flour', 'aisle', 'local', 'grocery', 'stores']",78,11,0.0,21.3,very Negative,-2.0,Negative
186,1,packet glaze secret making european style fresh fruit tarts make auction church friend requested strawberry offered make amazing relatively healthy fruit tarts baking base layering uncooked fresh sliced fruit pouring contents packets harden room temperature hold fruit slice tart beauty arranged fruit seen glaze used cheesecakes hold fruit topping place personally like cheesecake rich fruit glazed cheesecake gorgeous admit slice fruit layer cheesecake springform pour glaze remove springform clear layer fruit cheesecake cherries strawberries sliced mangos nice best used slices lemons gently poached sugar syrup layered cake base sponge cake baked shallow form bases pate sucre kind french pastry like sugar cookie works fluted straight sided forms make mini tarts muffin baking mold layer crust commercial crust works prefer pate sucre holds shape better substantial better crumb just blind bake muffin tins lined pate fresh fruits berries great pour glaze people layer creme patisserie pastry cream like custard stabilized flour fruit happen think taste best baking glaze shelf ingredients vegan tapioca starch carrageenan dextrose cream tartar locust bean looking make vegan tofu cheesecake fruit tarts crust base,"['packet', 'glaze', 'secret', 'making', 'european', 'style', 'fresh', 'fruit', 'tarts', 'make', 'auction', 'church', 'friend', 'requested', 'strawberry', 'offered', 'make', 'amazing', 'relatively', 'healthy', 'fruit', 'tarts', 'baking', 'base', 'layering', 'uncooked', 'fresh', 'sliced', 'fruit', 'pouring', 'contents', 'packets', 'harden', 'room', 'temperature', 'hold', 'fruit', 'slice', 'tart', 'beauty', 'arranged', 'fruit', 'seen', 'glaze', 'used', 'cheesecakes', 'hold', 'fruit', 'topping', 'place', 'personally', 'like', 'cheesecake', 'rich', 'fruit', 'glazed', 'cheesecake', 'gorgeous', 'admit', 'slice', 'fruit', 'layer', 'cheesecake', 'springform', 'pour', 'glaze', 'remove', 'springform', 'clear', 'layer', 'fruit', 'cheesecake', 'cherries', 'strawberries', 'sliced', 'mangos', 'nice', 'best', 'used', 'slices', 'lemons', 'gently', 'poached', 'sugar', 'syrup', 'layered', 'cake', 'base', 'sponge', 'cake', 'baked', 'shallow', 'form', 'bases', 'pate', 'sucre', 'kind', 'french', 'pastry', 'like', 'sugar', 'cookie', 'works', 'fluted', 'straight', 'sided', 'forms', 'make', 'mini', 'tarts', 'muffin', 'baking', 'mold', 'layer', 'crust', 'commercial', 'crust', 'works', 'prefer', 'pate', 'sucre', 'holds', 'shape', 'better', 'substantial', 'better', 'crumb', 'blind', 'bake', 'muffin', 'tins', 'lined', 'pate', 'fresh', 'fruits', 'berries', 'great', 'pour', 'glaze', 'people', 'layer', 'creme', 'patisserie', 'pastry', 'cream', 'like', 'custard', 'stabilized', 'flour', 'fruit', 'happen', 'think', 'taste', 'best', 'baking', 'glaze', 'shelf', 'ingredients', 'vegan', 'tapioca', 'starch', 'carrageenan', 'dextrose', 'cream', 'tartar', 'locust', 'bean', 'looking', 'make', 'vegan', 'tofu', 'cheesecake', 'fruit', 'tarts', 'crust', 'base']",1220,177,31.5,1.2,Very Positive,40.0,very Positive
187,1,scotties spots used week spots gone smell kinda strong tolerablel,"['scotties', 'spots', 'used', 'week', 'spots', 'gone', 'smell', 'kinda', 'strong', 'tolerablel']",65,10,25.0,0.0,Very Positive,2.0,Positive
188,0,bought coffee cheaper ganocafe organic reishi mushroom healthy antioxidants didn expect taste good actually does days totally worth sisters ganocafe introducing expensive similar coffee follow product weeks,"['bought', 'coffee', 'cheaper', 'ganocafe', 'organic', 'reishi', 'mushroom', 'healthy', 'antioxidants', 'expect', 'taste', 'good', 'actually', 'days', 'totally', 'worth', 'sisters', 'ganocafe', 'introducing', 'expensive', 'similar', 'coffee', 'follow', 'product', 'weeks']",206,27,24.5,0.0,Very Positive,7.0,very Positive
189,0,coffee finely processed flavor just alright nescafe mount hagen better bought probably just slight vitaminy taste overwhelming pricey,"['coffee', 'finely', 'processed', 'flavor', 'alright', 'nescafe', 'mount', 'hagen', 'better', 'bought', 'probably', 'slight', 'vitaminy', 'taste', 'overwhelming', 'pricey']",133,18,23.400000000000002,0.0,Very Positive,2.0,Positive
190,1,coffee great organic ingredients pesticides worry plus tastes good healing effects ganoderma,"['coffee', 'great', 'organic', 'ingredients', 'pesticides', 'worry', 'plus', 'tastes', 'good', 'healing', 'effects', 'ganoderma']",92,12,37.0,15.299999999999999,Very Positive,3.0,very Positive
191,1,like people mentioned coffee great taste tried different instant coffees better ones favorites want organic africafe pure instant coffee,"['like', 'people', 'mentioned', 'coffee', 'great', 'taste', 'tried', 'different', 'instant', 'coffees', 'better', 'ones', 'favorites', 'want', 'organic', 'africafe', 'pure', 'instant', 'coffee']",136,19,49.3,0.0,Very Positive,11.0,very Positive
192,1,tastes great gives energy jitters love product wish came sort resealable hard plastic container instead lock pouch lock ripped quit working awhile product fantastic just crazy packaging,"['tastes', 'great', 'gives', 'energy', 'jitters', 'love', 'product', 'wish', 'came', 'sort', 'resealable', 'hard', 'plastic', 'container', 'instead', 'lock', 'pouch', 'lock', 'ripped', 'quit', 'working', 'awhile', 'product', 'fantastic', 'crazy', 'packaging']",185,27,41.199999999999996,9.4,Very Positive,8.0,very Positive
193,1,little guys tasty refreshing usually salads lunch terrible things breath lunch small sufficiently resolves problem sugar free sugar actually help smelly bacteria grow great tasty think lunch good bulk value highly recommend mints cheers,"['little', 'guys', 'tasty', 'refreshing', 'usually', 'salads', 'lunch', 'terrible', 'things', 'breath', 'lunch', 'small', 'sufficiently', 'resolves', 'problem', 'sugar', 'free', 'sugar', 'actually', 'help', 'smelly', 'bacteria', 'grow', 'great', 'tasty', 'think', 'lunch', 'good', 'bulk', 'value', 'highly', 'recommend', 'mints', 'cheers']",236,34,43.8,10.9,Very Positive,10.0,very Positive
194,0,like better regular altoids costly better like,"['like', 'better', 'regular', 'altoids', 'costly', 'better', 'like']",46,7,76.1,9.9,Very Positive,6.0,very Positive
195,1,little tins sugar free mints great deal perfict mints just right cary safer teeth ones sugar price dollars resonable great shareing looking mint ones youll glad,"['little', 'tins', 'sugar', 'free', 'mints', 'great', 'deal', 'perfict', 'mints', 'right', 'cary', 'safer', 'teeth', 'ones', 'sugar', 'price', 'dollars', 'resonable', 'great', 'shareing', 'looking', 'mint', 'ones', 'youll', 'glad']",160,26,44.800000000000004,0.0,Very Positive,12.0,very Positive
